imdbId,Action,Adventure,Animation,Comedy,Drama,Horror,Romance
1217209,0,1,1,1,0,0,0
804492,0,0,0,1,0,0,1
475390,0,0,0,1,1,0,0
1813327,0,0,0,1,0,0,1
835787,0,0,0,1,1,0,1
459744,1,0,0,0,0,0,0
429078,1,1,0,0,0,0,0
901507,0,0,0,0,1,0,0
1107319,0,0,0,1,1,0,0
478126,0,0,0,0,1,1,0
2106675,0,0,0,1,0,1,0
2226301,0,0,0,0,1,0,1
3110958,1,1,0,1,0,0,0
1129396,0,0,0,0,1,0,0
870211,0,0,0,0,1,0,0
298317,0,0,0,1,0,0,0
411805,0,0,0,1,0,1,0
2954474,0,0,0,0,0,1,0
2174736,0,0,0,0,1,0,0
2130271,0,0,0,1,1,0,0
1305803,1,0,0,1,0,0,0
1052024,0,0,0,0,0,1,0
1242842,0,0,0,0,1,0,1
324133,0,0,0,0,1,0,0
1517260,1,1,0,0,0,0,1
1770734,0,0,0,0,1,0,0
2371399,0,0,1,1,0,0,0
4920274,1,1,1,0,0,0,0
2733258,0,0,0,0,0,1,0
454435,0,0,0,0,1,0,0
476884,0,0,0,1,1,0,0
914798,0,0,0,0,1,0,0
1753792,0,0,0,1,1,0,0
2198241,1,0,0,0,1,0,0
2390237,0,0,0,1,0,0,1
4974684,1,1,0,1,0,0,0
338325,1,0,0,0,1,0,0
4677938,0,0,0,0,1,0,0
338348,0,1,1,0,0,0,0
3403194,1,0,0,0,0,1,0
1337193,0,0,0,0,1,0,0
2326087,1,1,0,1,0,0,0
464141,0,0,0,0,1,0,0
366292,0,0,0,0,0,1,0
1579223,0,0,0,0,1,0,0
1259573,0,0,0,0,1,0,0
1700808,0,0,0,0,1,0,0
2515242,0,0,0,0,1,0,0
380736,0,0,0,0,1,1,0
417148,1,1,0,0,0,0,0
3720724,0,0,0,1,0,0,1
808417,0,0,1,0,1,0,0
358082,0,1,1,1,0,0,0
3788510,0,0,0,1,0,0,0
1946310,0,0,0,1,1,0,1
376717,0,0,0,1,0,0,0
2309987,0,0,0,0,1,0,0
862748,1,1,0,1,0,0,0
1351685,0,1,0,0,0,0,0
462338,0,0,0,1,1,0,0
1145157,0,0,0,1,0,0,1
1664662,0,0,0,0,0,0,1
2036376,0,0,0,0,1,1,0
470000,0,0,0,0,1,1,0
2027231,0,0,0,0,1,0,0
1740047,0,0,0,1,1,0,0
1242599,1,0,0,0,1,0,1
226919,0,0,0,1,0,1,0
3013018,0,0,0,0,1,1,0
1320378,0,1,0,0,1,0,0
1322355,0,0,0,0,0,1,0
3148834,0,1,1,1,0,0,0
790604,0,0,0,1,0,0,0
455499,0,0,1,1,0,0,0
2436682,0,0,0,0,1,0,0
384683,0,0,0,0,1,0,0
2512204,0,0,0,0,1,0,0
1055300,1,0,0,0,1,0,0
1436336,0,0,0,0,1,0,1
321416,0,0,0,0,1,0,0
910559,0,0,0,0,1,0,1
1082601,1,0,0,0,1,0,0
428038,0,0,0,0,1,0,1
1724962,1,0,0,0,1,0,0
2073070,1,0,0,0,1,0,0
365262,0,0,0,0,0,1,0
758784,0,0,0,0,1,0,1
829193,0,0,0,0,1,0,0
265116,0,0,0,1,1,0,0
2262315,0,0,0,0,1,0,0
870111,0,0,0,0,1,0,0
1071880,1,0,0,0,1,0,0
289848,0,0,0,1,0,0,0
1074191,0,0,0,0,1,0,0
1924273,0,1,0,1,0,0,0
1242460,0,0,0,0,1,0,0
491703,1,1,1,0,0,0,0
1640486,0,0,0,0,1,0,0
377800,0,0,0,0,1,0,0
1836944,1,0,0,1,0,0,0
1060277,1,0,0,0,0,1,0
427327,0,0,0,1,1,0,0
3817188,0,0,0,0,1,0,0
280653,0,0,0,0,1,0,0
2006810,0,0,0,1,1,0,0
831888,1,1,1,0,0,0,0
280870,1,0,0,0,1,0,0
1844203,1,0,0,0,1,0,0
2914838,0,0,0,1,1,0,0
1555064,0,0,0,0,1,0,0
1185416,0,0,0,1,0,0,1
218379,0,0,0,0,1,0,0
249474,0,0,0,0,1,0,0
2246673,0,0,0,1,0,0,0
331953,0,0,0,1,0,1,0
402906,0,0,0,1,0,0,0
300140,0,0,0,0,1,0,0
1655441,0,0,0,0,1,0,1
1611224,1,0,0,0,0,1,0
1240982,0,1,0,1,0,0,0
385307,1,0,0,1,0,0,0
1179933,0,0,0,0,1,1,0
293176,0,0,0,1,1,0,1
236388,0,0,0,1,0,0,0
4789290,0,0,0,1,0,0,1
1569505,0,1,0,1,1,0,0
243232,0,0,0,0,1,0,1
316599,1,0,0,0,0,0,0
1122836,0,0,0,1,0,1,0
3652862,0,0,0,1,1,0,1
2429414,0,0,0,1,0,0,1
900357,0,0,0,0,1,1,0
1577883,0,0,0,0,1,1,0
995035,0,0,0,1,0,0,0
3416386,0,0,0,1,1,0,0
249462,0,0,0,0,1,0,1
1092006,0,0,0,0,1,0,0
2611390,0,0,0,0,1,0,0
1228705,1,1,0,0,0,0,0
2253947,0,0,1,1,1,0,0
239441,0,1,0,0,1,0,1
1057581,0,0,0,1,1,0,0
1985017,0,0,0,0,1,0,0
483578,0,0,0,0,1,0,1
1674785,0,0,0,1,0,0,0
206036,0,0,0,0,1,0,1
412536,0,0,0,0,1,0,1
307431,0,0,0,0,1,0,0
430308,0,0,0,0,1,0,0
461770,0,0,1,1,0,0,0
3252786,1,0,0,0,0,0,0
308808,0,0,0,1,0,0,0
4426656,0,0,0,0,1,0,0
371775,1,0,0,0,0,0,0
2062661,0,0,0,0,0,1,0
2818654,0,0,0,0,1,0,0
287537,0,0,0,1,0,0,1
353962,1,0,0,0,0,0,0
1244658,0,0,0,0,1,1,0
937375,0,0,0,1,1,0,1
1270842,0,0,0,0,1,0,1
1371155,0,0,0,1,1,0,0
1702439,0,0,0,0,1,0,1
2910342,0,0,0,0,1,0,0
1984110,0,0,0,1,0,1,0
422370,0,0,0,0,0,1,0
1153546,1,1,0,0,0,0,0
3963816,1,0,0,0,0,0,0
4431254,0,1,1,0,0,0,0
3385334,0,1,0,1,1,0,0
2315558,0,0,0,0,1,0,0
268126,0,0,0,1,1,0,0
181739,1,1,1,0,0,0,0
369738,1,0,0,0,1,0,0
1090674,0,0,0,1,0,0,0
2408040,0,0,0,0,1,0,0
209163,1,1,0,0,0,0,0
257497,0,0,0,0,1,0,0
1164999,0,0,0,0,1,0,1
430457,0,0,0,0,1,0,0
416712,1,0,0,0,0,0,0
2833074,0,0,0,1,1,0,0
1354564,0,1,0,1,0,0,0
1228963,0,0,0,0,0,1,0
383353,0,0,0,1,0,1,0
914845,0,0,0,1,1,0,0
1380784,0,0,0,1,0,0,0
3605002,0,0,0,0,0,1,0
2071648,0,0,0,1,0,0,0
1517489,1,1,0,1,0,0,0
4593108,0,0,0,0,1,0,1
5065810,0,0,0,0,1,0,0
425379,0,0,0,0,1,0,0
903135,1,1,1,0,0,0,0
173840,1,1,1,0,0,0,0
120903,1,1,0,0,0,0,0
865907,1,1,0,0,0,0,0
171356,0,0,0,1,0,0,1
1148204,0,0,0,0,0,1,0
2294449,1,0,0,1,0,0,0
256259,0,0,0,1,1,0,0
2427892,0,0,0,0,1,0,0
221073,0,0,0,0,1,0,0
1194620,0,0,0,1,1,0,1
1351177,0,0,0,1,0,1,0
1694020,0,0,0,1,1,0,0
1920849,0,0,0,1,0,0,1
1699746,0,0,0,1,0,0,0
250224,0,0,0,0,1,0,1
841084,0,1,0,0,0,0,0
1119180,0,0,0,0,1,0,0
1714210,0,0,0,0,1,0,1
331933,1,0,0,1,0,0,0
2764784,0,0,0,0,1,0,0
326905,1,0,0,0,1,0,0
476643,0,0,0,1,1,0,1
4104054,0,0,0,1,0,0,0
1046171,0,0,0,0,1,0,1
3008816,1,0,0,0,1,0,0
991243,1,0,0,0,1,0,0
1629747,0,0,0,0,1,0,1
478024,1,0,0,0,0,0,0
4167720,0,0,0,0,0,1,0
477302,0,1,0,0,1,0,0
480271,0,0,0,1,0,0,1
970529,1,0,0,1,0,0,0
804555,0,0,0,0,0,1,0
375063,0,0,0,1,1,0,1
2566644,0,0,0,1,1,0,1
2197088,0,0,0,1,1,0,0
1148277,1,0,0,0,0,1,0
1336006,0,0,0,1,0,1,0
4097612,0,0,0,0,1,0,1
1079968,0,1,0,1,0,0,0
416449,1,0,0,0,0,0,0
1261945,0,0,0,1,1,0,1
1054588,0,0,0,0,1,0,0
3082826,0,0,0,1,1,0,0
1723124,0,0,0,1,0,1,0
478724,0,0,0,1,0,0,1
284851,0,0,0,0,1,0,0
1600524,0,0,0,0,1,0,1
758798,0,0,0,1,1,0,0
2396224,0,0,1,1,1,0,0
295289,0,0,0,1,0,0,1
179626,1,0,0,0,1,0,0
1194624,1,1,0,0,0,0,0
339526,0,0,0,0,1,0,0
274166,1,1,0,1,0,0,0
1234542,0,1,0,0,1,0,1
346900,0,1,1,0,0,0,0
1308729,1,0,0,0,0,0,0
2380331,0,0,0,1,1,0,1
165982,0,1,1,1,0,0,0
266971,0,0,0,0,1,0,0
218127,1,0,0,0,0,0,0
3202408,0,0,0,1,0,0,1
1441952,0,0,0,1,1,0,1
316654,1,1,0,0,0,0,0
1189340,0,0,0,0,1,0,0
270911,0,0,0,1,1,0,1
425743,1,0,0,0,1,0,0
943232,0,1,0,1,0,0,0
213565,0,0,0,0,1,0,0
271029,0,0,0,1,0,0,0
3646722,1,0,0,0,0,0,0
800027,0,0,0,0,1,0,1
3551400,1,0,0,0,0,1,0
1037705,1,1,0,0,1,0,0
3091272,0,0,1,0,1,0,0
246332,1,0,0,0,1,0,0
2793490,0,0,0,0,1,1,0
188160,0,0,0,0,1,0,0
446125,0,0,0,1,0,0,0
1420554,0,0,0,1,0,0,0
416185,0,0,0,0,1,0,0
3691740,0,1,0,0,0,0,0
809925,0,0,0,0,1,0,1
443543,0,0,0,0,1,0,1
4939066,1,0,0,0,1,0,0
338337,1,0,0,0,0,0,0
1230552,0,0,0,0,1,0,0
1638355,1,1,0,1,0,0,0
362270,0,1,0,1,1,0,0
384537,0,1,0,0,0,1,0
1521090,0,0,0,0,1,0,0
5128826,0,0,0,0,1,1,0
240200,0,0,0,0,1,0,1
1641385,0,0,0,0,1,0,0
373074,1,0,0,1,0,0,0
299854,1,0,0,0,1,0,0
3878542,1,1,1,0,0,0,0
816462,1,1,0,0,0,0,0
348124,0,0,1,1,0,0,0
381429,0,0,0,0,1,0,1
379306,0,0,0,1,1,0,1
1817287,0,0,1,0,0,0,0
2107814,1,0,0,0,1,0,0
336910,0,0,0,1,0,0,0
310243,0,0,0,0,1,0,0
415080,1,0,0,0,1,0,0
1328634,0,0,0,0,1,0,1
1411238,0,0,0,1,0,0,1
3480796,1,1,0,0,0,0,0
441787,0,0,1,0,0,1,0
1233219,0,0,0,0,1,0,0
2355495,0,0,0,1,1,0,1
352314,0,0,0,0,0,0,1
1783772,0,0,0,1,0,0,0
758732,1,0,0,0,1,0,0
185143,0,0,1,0,0,0,0
208196,0,0,0,1,0,0,1
5518022,0,0,0,0,1,0,0
291502,0,0,0,1,0,0,1
1622979,0,0,0,0,0,1,0
297753,0,1,1,0,0,0,0
1634331,0,0,0,1,1,0,0
1843335,0,0,0,0,1,0,0
2914740,0,0,0,0,0,1,0
235376,0,0,0,0,1,0,0
4401704,0,0,0,0,1,0,1
1910501,0,0,0,1,0,0,1
2518926,1,0,0,0,0,0,0
1082886,0,0,0,1,1,0,1
1515091,1,1,0,0,0,0,0
2082262,0,0,0,1,0,0,1
261184,0,0,0,1,0,0,1
462392,0,0,0,1,1,0,0
940642,0,0,0,1,1,0,0
304711,0,0,0,0,0,1,0
2417970,0,0,0,0,1,1,0
1714205,0,0,0,0,1,0,0
2207112,0,0,0,0,1,0,0
1611823,1,0,0,1,1,0,0
829297,0,0,0,1,1,0,1
399095,0,0,0,0,1,0,0
477139,0,0,0,1,1,0,0
372594,1,0,0,0,0,0,0
4189294,1,0,1,0,0,0,0
1483025,1,1,1,0,0,0,0
382572,1,0,0,1,1,0,0
1730687,0,0,0,1,1,0,1
1028532,0,0,0,0,1,0,0
422774,0,0,0,1,0,0,0
485851,0,0,0,0,1,0,0
2382004,1,0,0,0,0,1,0
3399024,0,0,0,1,1,0,1
1117386,0,0,0,1,0,0,0
762073,0,0,0,0,0,1,0
419724,1,0,1,1,0,0,0
2082221,0,0,0,0,1,0,0
1606392,0,0,0,1,1,0,0
2093991,0,0,0,1,0,0,0
1605783,0,0,0,1,0,0,1
352343,0,0,0,0,1,0,1
456999,1,0,0,1,0,0,0
1536437,0,0,0,0,1,0,1
792966,0,0,0,0,1,0,0
783518,1,0,0,0,0,0,0
1754920,0,0,0,0,1,0,0
774095,1,0,0,1,0,0,0
314353,1,0,0,0,1,0,0
1735485,0,0,0,0,0,1,0
453533,0,0,0,0,0,1,0
4084744,0,0,0,0,1,0,1
475627,0,0,0,0,1,0,1
268695,1,1,0,0,0,0,0
974014,0,0,0,0,1,0,1
464096,0,0,0,1,0,0,0
1059817,0,0,0,1,0,0,1
3767246,0,0,0,0,1,0,0
338135,0,0,0,1,1,0,0
855824,0,0,0,1,1,0,0
1649431,1,0,0,0,1,0,0
3400060,0,0,0,1,0,1,0
476991,0,1,0,1,0,0,0
5134976,0,0,0,0,1,0,0
1707687,0,0,0,0,1,0,0
455142,0,1,1,0,0,0,0
3219194,0,0,0,0,1,0,0
1710900,0,0,0,1,0,1,0
810868,0,0,0,1,1,0,0
324080,0,0,0,0,1,0,0
415023,0,0,0,0,1,0,0
1433915,0,1,1,1,0,0,0
216578,0,0,0,0,1,0,0
3542188,0,0,0,0,1,0,0
460012,1,0,0,0,1,0,0
1388369,1,1,0,0,0,0,0
1032763,0,0,0,0,1,0,0
259182,0,0,0,0,0,1,0
4151192,1,0,0,0,0,0,0
4438688,0,0,0,1,0,0,0
2182972,0,0,0,0,1,0,0
3865286,0,0,0,0,1,0,0
1300853,0,0,0,0,1,0,0
321997,1,0,0,0,1,0,0
411806,0,0,0,1,0,1,0
382806,0,0,0,0,1,0,1
819785,0,0,0,0,1,1,0
1413495,0,0,0,0,1,0,0
436364,0,0,0,0,1,0,1
3139538,0,0,0,1,1,0,1
4603080,0,0,0,0,1,0,0
2624662,0,0,0,1,0,0,0
3153582,0,0,0,0,1,0,0
2124787,1,0,0,0,0,0,0
230025,0,0,0,1,1,0,0
926084,0,1,0,0,0,0,0
204322,0,0,0,0,1,0,0
927619,0,0,0,1,0,0,0
1133985,1,1,0,0,0,0,0
410297,0,0,0,0,1,0,1
1587431,0,0,0,1,0,0,0
268397,1,1,1,0,0,0,0
397551,0,0,0,1,1,0,1
2272918,0,0,0,0,1,0,1
436331,0,0,0,1,1,0,1
2070776,0,0,0,1,0,0,1
1772230,1,1,0,0,1,0,0
452681,0,1,0,1,0,0,0
467923,1,1,0,0,0,0,0
2784678,0,0,0,1,0,0,1
480687,0,0,0,1,0,0,1
2290553,1,1,0,0,0,0,0
318590,0,0,0,0,0,0,1
443559,0,0,0,0,1,0,0
890870,0,0,0,0,0,1,0
1139641,0,0,0,0,0,0,1
210299,0,0,0,0,1,0,0
1069235,0,0,0,1,0,0,1
2531362,0,0,0,0,1,0,0
362004,0,0,0,1,1,0,0
251070,0,0,0,1,0,0,0
1055369,1,1,0,0,0,0,0
1477109,1,1,0,0,1,0,0
1213648,0,0,0,0,1,0,0
2082155,0,0,0,1,0,0,1
3659388,0,1,0,0,1,0,0
456470,0,0,0,0,1,0,1
1344355,1,0,0,0,1,0,0
3918650,0,0,0,1,0,0,0
1629374,0,1,1,1,0,0,0
1727587,0,0,1,0,0,0,0
3727982,0,0,0,1,0,1,0
454536,0,0,0,0,1,0,0
255309,1,0,0,0,1,0,0
1324059,0,0,0,1,1,0,1
770828,1,1,0,0,0,0,0
3836958,0,0,0,1,1,0,0
2073520,0,0,1,1,1,0,0
119004,0,0,0,1,1,0,0
800069,1,0,0,0,0,1,0
2948840,0,0,0,0,1,0,0
383025,0,0,0,1,0,0,1
489281,0,0,0,0,1,0,0
439860,0,0,0,0,1,0,1
308878,0,0,0,1,1,0,1
1105729,0,0,0,0,1,0,0
160399,0,0,0,0,1,0,0
1976009,0,0,0,0,1,1,0
1235830,0,0,1,0,1,0,0
1793239,1,0,0,0,0,0,0
396688,0,0,0,0,1,0,0
2442526,0,0,0,0,0,0,1
780607,0,0,0,0,0,1,0
808285,0,0,0,1,1,0,0
1266027,1,0,0,0,1,0,0
2140203,0,0,1,0,1,0,0
1462901,0,0,0,1,1,0,0
834102,0,0,0,0,1,1,0
1478964,1,0,0,1,0,0,0
1846445,0,0,0,1,1,0,0
330904,0,0,0,0,1,0,0
322700,0,0,0,0,1,0,0
1438216,0,0,0,0,1,0,0
1986843,0,0,0,1,0,0,1
1053424,1,0,0,0,0,0,0
4451458,0,0,0,0,1,0,0
1094249,0,0,0,0,1,0,1
3336934,0,0,0,0,1,0,0
1930294,0,0,0,0,0,1,0
382734,0,0,1,1,0,0,0
362165,0,0,0,1,0,0,0
425661,0,1,0,0,0,0,0
2309021,0,0,0,0,1,1,0
1663655,0,0,0,0,1,1,0
263491,0,0,0,1,0,0,0
877621,0,0,0,0,1,0,1
1706598,0,0,0,0,1,0,0
325713,0,0,0,0,0,0,1
250468,0,0,0,0,1,0,1
1346974,0,0,0,1,0,0,0
233651,0,0,0,0,1,0,0
2126355,1,1,0,0,1,0,0
2165933,0,0,0,0,1,0,0
1821641,0,0,1,0,1,0,0
401398,0,0,1,1,0,0,0
1202522,0,0,0,0,1,0,0
1204977,0,0,0,0,0,1,0
203755,0,0,0,1,0,0,0
438575,0,0,0,1,0,0,0
465538,0,0,0,0,1,0,0
317740,1,0,0,0,0,0,0
4601102,0,0,0,0,1,0,0
330843,0,0,0,0,1,0,1
2192888,0,0,0,1,0,0,0
400525,0,0,0,1,1,0,0
1934231,0,0,0,1,1,0,0
1172571,0,0,0,0,0,1,0
3780208,0,0,0,0,0,1,0
968294,0,0,0,0,1,0,0
1554414,0,0,0,1,1,0,1
1706470,0,0,0,0,1,0,0
897387,0,1,1,0,0,0,0
2088974,0,0,0,1,1,0,0
3089326,0,0,0,0,1,0,0
3410834,1,1,0,0,0,0,0
1315214,0,0,0,0,1,0,1
185183,1,1,0,0,0,0,0
3547682,0,0,0,0,0,1,0
2504640,1,0,0,0,0,0,0
1605803,0,0,0,0,1,0,0
1130080,0,0,0,1,1,0,0
252444,0,1,0,0,1,0,0
4180514,1,0,0,0,0,1,0
388395,0,0,0,1,1,0,0
2044801,1,0,0,0,0,0,0
1988591,1,0,0,0,0,0,0
1817088,0,0,0,1,1,0,0
1142977,0,0,1,1,0,0,0
2310332,0,1,0,0,0,0,0
1176410,0,0,0,1,0,0,0
3796006,1,1,0,0,0,0,0
1207926,0,0,0,1,1,0,0
1608777,0,0,0,1,1,0,0
160498,0,0,0,1,0,0,1
338077,0,1,0,1,0,0,0
1653874,0,0,0,1,1,0,0
1183733,1,1,0,0,0,0,0
300015,0,0,0,0,1,0,1
1258157,0,1,0,1,0,0,0
238936,0,0,0,0,0,0,1
3358304,0,0,0,1,1,0,0
1693039,0,0,1,0,0,0,0
1981637,0,0,0,1,1,0,0
3066630,0,0,0,1,0,0,0
369735,0,0,0,1,0,0,1
413879,0,0,0,1,0,0,1
1173494,0,0,0,0,1,0,0
1264074,0,0,0,0,1,0,0
1690368,0,0,0,1,0,0,0
1853739,0,0,0,0,0,1,0
839980,0,0,0,1,0,0,0
284741,0,0,0,0,1,0,0
338706,0,0,0,0,1,0,0
1821374,1,0,0,0,0,0,0
3647498,1,0,0,0,1,0,0
163676,0,0,0,0,1,0,0
425985,0,0,0,0,1,0,1
3138558,0,0,0,0,0,1,0
1634136,1,0,0,1,0,0,0
1179773,0,0,1,1,1,0,0
3859076,0,0,0,0,1,0,0
317219,0,1,1,1,0,0,0
1384590,1,1,1,0,0,0,0
2193215,0,0,0,0,1,0,0
1719071,0,0,0,1,1,0,0
1865393,0,0,0,1,0,1,0
1325723,0,0,0,0,1,1,0
477095,0,0,0,1,1,0,1
1225703,0,0,0,0,1,0,1
982913,0,1,0,0,0,0,0
284492,0,0,0,0,1,0,0
203425,0,0,0,0,0,1,0
386032,0,0,0,0,1,0,0
486636,0,0,0,1,1,0,0
352531,1,1,0,0,1,0,0
3302654,0,0,0,1,1,0,1
2358911,1,1,1,0,0,0,0
881891,0,0,0,1,0,0,1
804552,0,0,0,0,1,1,0
3530978,0,0,0,0,1,0,1
2290789,0,0,0,1,1,0,1
382621,0,0,0,0,1,0,0
3765088,0,0,0,1,1,0,0
323633,0,0,0,1,1,0,1
259072,0,0,0,0,1,0,0
2904608,1,0,0,0,1,0,0
278675,0,1,0,0,1,0,0
293416,0,1,1,0,1,0,0
377100,1,0,0,0,1,0,0
4630444,0,0,0,0,1,0,1
361500,0,1,1,1,0,0,0
311289,0,1,0,1,1,0,0
496386,0,0,0,0,1,0,0
1263778,0,0,0,1,1,0,0
2252552,1,0,0,0,0,0,0
374273,1,0,0,0,1,0,0
1441309,0,0,0,0,1,0,1
280477,0,0,0,0,1,0,1
418879,0,0,0,0,1,1,0
1236484,0,0,0,0,1,0,0
292490,0,0,0,1,1,0,1
2062575,0,1,0,0,1,0,1
415778,1,0,0,0,1,0,0
1219342,1,1,1,0,0,0,0
369445,0,1,0,1,0,0,0
2430104,0,0,0,0,1,0,0
1450330,0,0,0,1,1,0,0
445570,0,0,0,1,0,0,0
231971,0,0,0,0,1,0,1
265651,0,0,0,0,1,0,0
498311,0,0,0,0,0,1,0
883391,0,0,0,0,1,0,0
371907,0,0,0,1,0,0,0
2125435,0,1,0,0,1,0,0
815165,0,0,0,1,0,1,0
1193460,1,0,0,1,0,0,0
809407,0,0,0,1,1,0,0
240462,0,0,0,1,0,0,0
4184252,0,0,0,0,1,0,1
379786,1,1,0,0,0,0,0
439115,0,0,0,1,1,0,1
472118,0,0,0,1,1,0,0
3021354,0,0,0,0,1,0,1
1409024,1,1,0,1,0,0,0
368089,0,0,0,0,1,0,0
3212392,0,0,0,0,1,0,0
1305730,1,0,0,0,0,0,0
267657,0,1,1,0,0,0,0
4671274,0,0,0,0,1,0,1
830515,1,1,0,0,0,0,0
472399,1,0,0,0,0,0,0
1981140,0,0,0,0,1,0,0
393735,0,0,0,1,0,0,0
1334102,0,0,0,0,1,0,0
415679,0,0,0,1,0,1,0
780486,0,0,0,1,1,0,1
382561,0,0,0,1,0,0,1
435670,0,0,0,0,1,0,0
2106651,1,0,0,0,0,1,0
1972663,0,0,0,0,1,0,0
328007,1,0,0,1,0,0,0
867418,0,0,1,1,0,0,0
2329188,0,0,0,1,0,0,1
2293640,1,1,1,0,0,0,0
362389,1,0,0,0,1,0,0
2315152,0,0,0,0,0,0,1
1541123,0,0,0,0,1,0,0
374506,0,0,0,1,1,0,0
1421378,0,0,1,1,0,0,0
416243,1,0,0,0,0,0,0
479289,0,0,0,1,1,0,0
332136,0,0,0,1,1,0,0
3330764,0,0,0,0,0,1,0
427944,0,0,0,1,1,0,0
2571610,0,0,0,0,1,0,1
1606652,0,0,0,0,1,0,0
1991245,0,0,0,0,0,1,0
960731,0,0,0,1,0,0,0
417072,1,0,0,0,0,1,0
2113636,1,0,0,0,1,0,0
250494,0,0,0,1,0,0,1
2385104,1,1,0,0,0,0,0
198386,0,0,0,1,0,0,0
1190867,0,0,0,1,0,0,0
389074,0,1,1,1,0,0,0
1728620,0,0,0,0,1,0,1
376890,0,0,0,1,1,0,0
221889,0,0,0,1,0,0,0
2006781,0,0,0,0,1,0,0
2132405,0,0,0,1,0,1,1
2270802,0,1,0,0,0,0,0
348121,1,1,1,0,0,0,0
330136,0,0,0,1,1,0,1
1508675,0,0,0,1,1,0,0
3072482,1,1,0,0,0,0,0
264395,1,0,0,0,1,0,0
1360875,0,0,0,0,1,0,0
2361509,0,0,0,1,1,0,0
409681,0,0,0,1,1,0,1
427914,0,0,0,0,1,0,0
267804,1,0,0,0,0,0,0
1101048,0,0,0,0,1,1,0
1022603,0,0,0,1,1,0,1
4640564,0,0,0,0,1,0,0
215750,0,0,0,0,1,0,0
3427772,0,0,0,0,1,0,0
3732950,0,0,0,0,1,0,0
457090,1,1,0,0,0,0,0
365965,0,0,1,0,1,0,1
477252,0,0,0,1,0,0,0
3136752,0,0,0,0,1,0,0
3811986,0,0,0,1,0,0,1
2253742,1,0,0,0,1,0,1
123003,0,0,0,1,1,0,0
1894561,0,1,0,0,1,0,0
1747924,0,0,0,1,0,0,1
1189073,0,0,0,0,1,0,0
4095186,0,0,0,1,1,0,0
1190536,1,0,0,1,0,0,0
2027255,0,1,1,1,0,0,0
3213222,0,0,0,0,1,0,0
4428800,0,0,0,0,1,0,1
248012,0,0,0,0,1,0,1
1468829,0,0,0,0,0,1,0
366227,0,0,0,0,1,0,0
372588,1,0,0,1,0,0,0
1341167,0,0,0,1,1,0,0
3339674,0,0,0,1,0,1,1
816436,1,0,0,0,1,1,0
250483,0,0,0,0,1,0,1
473075,1,1,0,0,0,0,0
1049402,0,0,0,0,1,0,1
940709,0,0,0,1,0,0,0
366287,0,0,0,1,1,0,0
297247,0,1,0,0,0,0,0
1563738,0,0,0,0,1,0,1
1380232,0,0,0,0,1,0,0
234000,1,0,0,0,0,0,1
362538,0,0,0,0,1,0,0
3513054,0,1,0,0,1,0,0
1129437,1,0,0,0,1,0,0
271259,0,0,0,1,0,0,0
1018785,0,0,0,1,1,0,0
370082,0,0,0,0,1,1,0
1212450,0,0,0,0,1,0,0
1392249,0,0,0,0,1,0,0
2885628,0,0,0,1,0,1,1
228333,1,0,0,0,0,1,0
3055402,1,0,0,1,0,0,1
918927,0,0,0,0,1,0,0
1142433,0,0,0,1,0,0,1
2756412,1,1,0,0,0,0,0
1640218,0,0,0,0,0,1,0
3447364,1,0,0,0,1,0,0
800080,1,1,0,0,0,0,0
790706,0,0,0,0,0,0,1
284277,0,0,0,1,1,0,1
398165,0,0,0,1,0,0,0
1529572,0,0,0,0,1,0,0
833561,0,0,0,0,1,0,1
1544578,0,0,0,1,0,1,0
2692250,0,1,0,1,0,0,0
383216,0,1,0,1,0,0,0
1221133,0,0,0,1,1,0,0
1583356,0,0,0,0,0,1,0
4729766,0,0,0,1,1,0,0
1937388,1,0,0,0,0,0,0
362227,0,0,0,1,1,0,1
443676,1,0,0,0,1,0,0
3043630,0,0,0,0,1,0,1
2397535,0,0,0,0,1,0,0
1168662,0,0,0,0,0,0,1
1850418,0,0,0,0,1,0,0
256524,0,0,0,1,0,0,0
412366,0,0,0,0,1,0,0
326835,0,0,0,0,1,0,1
985593,0,0,0,1,0,0,1
1907704,0,0,0,0,1,0,0
335119,0,0,0,0,1,0,1
1247662,0,0,0,1,0,0,1
400063,0,0,0,0,1,0,0
1707391,0,0,0,0,1,0,0
467406,0,0,0,1,1,0,0
164810,0,0,0,1,0,0,1
427969,0,0,0,0,1,0,0
367913,0,0,0,0,1,1,0
1188996,0,1,0,0,1,0,1
2936180,0,0,0,0,1,0,0
3030580,0,0,0,0,1,0,1
1887703,1,0,0,0,0,0,0
4747848,0,0,0,1,0,0,1
405977,0,0,0,0,0,1,0
3101132,0,0,0,0,0,1,0
1396218,0,0,0,1,0,0,0
3060952,1,1,1,0,0,0,0
2665470,0,0,0,0,1,0,0
366450,0,1,0,0,0,0,0
785007,0,0,0,1,0,0,1
1520494,0,0,0,0,0,1,0
2151885,1,0,0,0,1,0,0
401420,0,0,0,0,1,0,0
1225302,0,0,0,0,1,0,0
1201561,0,0,1,0,0,0,0
1690455,0,0,0,1,1,0,0
345950,0,1,1,1,0,0,0
1185616,0,0,1,0,0,0,0
245837,0,0,0,0,1,0,1
884224,1,0,0,1,0,0,0
368197,0,1,1,0,0,0,0
245686,0,1,0,1,1,0,0
1448755,1,0,0,0,0,0,0
3460252,0,0,0,0,1,0,0
265307,0,0,0,0,1,0,1
